id;Название;Реставрация;Размер;Автор;Материал;Персоналии;Уточняющая датировка;Век;Страна;Место хранения;Иконография;Тип изображения;Фрагменты
576;Умиление;False;32,6 х 25,6 см;None;Дерево, темпера;Младенец-Христос, Богородица;вторая половина;15;Греция;Государственный Эрмитаж, Санкт-Петербург;Богоматерь;Поясное;None
577;Умиление;False;66 х 48 см;None;Дерево, темпера;Младенец-Христос, Богородица;None;15;Греция;Государственный Эрмитаж, Санкт-Петербург;Богоматерь;Поясное;None
578;Умиление;True;53 х 43 см;None;Дерево, темпера;Младенец-Христос, Богородица;15 - 16 вв.;15;Греция;Государственный Эрмитаж, Санкт-Петербург;Богоматерь;Поясное;None
579;Умиление;True;39,2 x 31 см;None;Дерево, левкас, темпера;Спаситель, Богоматерь;начало;16;Крит;Государственная Третьяковская галерея, Москва;Богоматерь;Поясное;None
580;Утоли моя печали;False;18 х 15,6 см;None;Дерево, темпера;Младенец-Христос, Богородица;Середина;19;Россия;Частное собрание;Богоматерь;Поясное;None
581;Утоли моя печали;False;30,5 x 27 см;None;Дерево, темпера;Спаситель, Богоматерь;вторая четверть;18;Россия;Частное собрание;Богоматерь;Поясное;None
582;Утоли моя печали;False;None;None;Дерево, темпера;Младенец-Христос, Богородица;вторая половина;17;Россия;Храм святителя Николая в Кузнецкой слободе, Москва;Богоматерь;Поясное;"Богоматерь (Утоли моя печали), Младенец (""Утоли моя печали"")"
583;Феодоровская (на обороте великомученица Параскева);True;66,5 х 50,0 см (без древка);None;Дерево, темпера;Спаситель, Богоматерь;начало;18;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Поясное;None
585;Феодоровская (с чудесами);True;36 х 31 см;None;Дерево, левкас, темпера;Спаситель, Богородица;вторая половина;18;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Богоматерь;Поясное с клеймами;None
587;Феодоровская (со сказанием);True;120,0 х 108,0 см;None;Дерево, темпера;Спаситель, Богоматерь;конец;17;Россия;Храм Спаса на Запрудне, Кострома;Богоматерь;Поясное;None
588;Феодоровская (со сказанием);True;119,9 x 98,0 см;None;Дерево, темпера;Спаситель, Богоматерь;около 1706 г.;18;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Поясное с клеймами;None
590;Феодоровская;False;None;None;Дерево, левкас, темпера;Спаситель, Богородица;None;19;Россия;Рязанский государственный историко-архитектурный музей-заповедник;Богоматерь;Поясное;None
591;Феодоровская;True;65 х 50 см;None;Дерево, темпера;Младенец-Христос, Богородица;1759 г.;18;Россия;Государственная Третьяковская галерея, Москва;Богоматерь;Поясное;None
595;Феодоровская;True;65,0 х 50,0 см;None;Дерево, темпера;Спаситель, Богоматерь;третья четверть;18;Россия;Государственный Исторический музей, Москва;Богоматерь;Поясное;None
596;Феодоровская;True;67,0 x 52,0 см;None;Дерево, темпера, серебро, чеканка,золочение;Спаситель, Богоматерь;середина;18;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Поясное;None
598;Феодоровская;True;25,5 х 15,5 см;None;Дерево, темпера;Спаситель, Богоматерь, пророк Иоанн Предтеча, святитель Николай Мирликийский, святитель Василий Великий, преподобный Геннадий Костромской;Начало;19;Россия;Дом-музей П. Д. Корина (Государственная Третьяковская галерея);Богоматерь;Поясное с клеймами;None
602;Феодоровская, со сказанием;True;97,0 х 84,5 см;None;Дерево, темпера;Спаситель, Богоматерь;Середина;19;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Поясное с клеймами;None
603;Хиландарская;False;109 х 57 см;None;Дерево, темпера;Младенец-Христос, Богородица;1260 - 1270 гг.;13;Сербия;Афон, монастырь Хиландар;Богоматерь;Поясное;Богоматерь (Хиландарская), Спаситель (Хиландарская икона Богоматери)
604;Хиландарская;False;43,5 х 38,2 см;None;Дерево, левкас, темпера;None;Первая половина;19;Россия;Частное собрание Игоря Возякова;Богоматерь;Поясное;None
605;Ченстоховская;False;29,3 x 23 см;None;Дерево, масло;Спаситель, Богоматерь;1783 г.;18;Россия;Частное собрание;Богоматерь;Поясное;None
606;Черниговская-Ильинская (на обороте Спас Вседержитель);False;52 x 79 см;None;Холст, масло;Спаситель, Богоматерь;конец;18;Россия;Частное собрание;Богоматерь;Поясное;None
609;Югская;False;31,4 х 26,5 см;None;Дерево, левкас, темпера;None;около 1840 г.;19;Россия;Частное собрание Игоря Возякова;Богоматерь;Поясное;None
610;Явленные иконы Богородицы;True;89 x 69 см;None;Дерево, левкас, темпера;Спаситель, Богородица;конец;18;Россия;Череповецкий краеведческий музей;Богоматерь;Из клейм состоит;"Шесть явленных икон Богоматери :""Испанская"", ""Кипркая"", ""Кипажская"", ""Умягчение Злых Сердец"", ""Симеоново Проречение"", ""Успение"""
611;Ярославская;False;35,1 х 30,9;None;Дерево, левкас, темпера;None;середина;16;Россия;Частное собрание А. Былинкина;Богоматерь;Поясное;None
612;Ярославская;False;44,1 х 34,5 см;None;Дерево, темпера;Младенец-Христос, Богородица;первая половина;16;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Поясное;None
613;Ярославская;False;54 х 42;None;None;None;вторая половина;15;Россия;Государственная Третьяковская галерея, Москва;Богоматерь;Поясное;None
614;Яхромская;True;53 х 41 см;None;Дерево, темпера;Младенец-Христос, Богородица;14 - 15 вв.;14;Россия;Государственная Третьяковская галерея, Москва;Богоматерь;Поясное;None
615;Яхромская;True;124 х 98 х 3,5;None;Дерево, темпера;None;первая половина;16;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Поясное;None
616;Аарон и Давид пророки;True;112,0 x 83,5 см;None;Дерево, темпера;Пророк Аарон, пророк Давид;1784 г.;18;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
618;Аарон, Гедеон, Иезекеиль (из пророческого чина);True;62 х 139 см;None;Дерево, темпера;Пророк Аарон, пророк Гедеон, пророк Иезекеиль;около 1502 г.;16;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Святые;Многофигурное;None
619;Аввакум и Михей, пророки (из пророческого ряда);True;150 х 89;None;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Пророк Аввакум, пророк Михей;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
620;Аввакум пророк (двухрядница, внизу Рождество Христово);False;84 х 36 см;None;Дерево, темпера;Спаситель, Богородица, прав.Иосиф, ангелы, пророк Аввакум;None;17;Россия;Музей изобразительных искусств Республики Карелия, Петрозаводск;Святые;Поясное;None
621;Аввакум пророк (из пророческго чина);True;107 х 56 см;None;Дерево, темпера;Прор. Аввакум;None;18;Россия;Усть-Кубенский музей;Святые;Ростовое;None
622;Аввакум пророк;True;107,3 x 42,7 см;None;Дерево, темпера;Пророк Аввакум;Первая половина;19;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
624;Авраам праотец (из праотеческого чина);False;198 х 89 см;None;Дерево, темпера, басма;None;None;17;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Ростовое;None
625;Авраамий Галичский;True;87,0 x 36,0 см;None;Дерево, темпера;Преподобный Авраамий Галичский;начало;18;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
626;Авраамий Галичский, с житием;True;56,0 х 106,5 см;None;Дерево, темпера;Преподобный Авраамий Галичский;последняя четверть;18;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Поясное с клеймами;None
627;Авраамий Галичский, с житием;True;111,4 x 83,5 см;None;Дерево, темпера;Преподобный Авраамий Галичский;Середина;19;Россия;Солигаличский краеведческий музей имени Г. И. Невельского;Святые;Поясное с клеймами;None
628;Авраамий Ростовский, с житием;True;112,5 х 87 см;None;Дерево, темпера;Преподобный Авраамий Ростовский;середина;17;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Святые;Ростовое с клеймами;Свержение идола Велеса Авраамием Ростовским, Суд князя над Авраамием Ростовским, Явление Иоанна Богослова Авраамию Ростовскому
629;Агапит (Агавиад Чудотворец), в житии;False;91 x 70 см;None;Дерево, темпера;Агапит (Агавиад Чудотворец), святитель;первая половина;18;Россия;Государственный Эрмитаж, Санкт-Петербург;Святые;Ростовое с клеймами;None
630;Аггей пророк;False;None;None;Темпера, бумага;Пророк Аггей;None;13;Греция;Апостольская библиотека в Ватикане;Святые;Ростовое;None
631;Агриппина и Капитолина мученицы, Ангел хранитель;False;None;None;Дерево, темпера;Агриппина и Капитолина мц., Ангел Хранитель;None;19;Россия;None;Святые;Многофигурное;None
632;Адриан Пошехонский;False;None;None;Дерево, темпера;Спаситель, Богородица, преп.Адриан;None;18;Россия;Частное собрание Николая и Сергея Воробьевых;Святые;Ростовое;None
633;Адриан Пошехонский;True;32 х 27,6 см;None;Дерево, темпера;Преподобномученик Адриан Пошехонский;первая треть;18;Россия;Рыбинский государственный историко-архитектурный и художественный музей-заповедник;Святые;Сюжетная композиция;Адриан Пошехонский
634;Адриан и Наталия;False;None;None;Дерево, темпера;None;None;19;Россия;Сергиево-Посадский государственный историко-художественный музей-заповедник;Святые;Ростовое;None
635;Александр Невский;False;35 х 30,3 см;Иван Гусятников;Дерево, темпера;Благоверный князь Александр Невский;None;18;Россия;Государственный Эрмитаж, Санкт-Петербург;Святые;Ростовое;None
637;Александр Невский;True;35,8 х 30,3 см;None;Дерево, темпера, серебро, скань, эмаль;Благоверный князь Александр Невский;конец;16;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
638;Александр Невский;False;None;None;Дерево, темпера;Благоверный князь Александр Невский;None;17;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
641;Александр Ошевенский;False;32 х 28 см;None;Дерево, темпера, басма;Преподобный Александр Ошевенский;начало;18;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
642;Александр Свирский;False;32 х 28 см;None;Дерево, темпера;Преподобный Александр Свирский;None;17;Россия;Государственный Исторический музей, Москва;Святые;Поясное с клеймами;None
643;Александр Свирский;True;127 х 88 см;None;Дерево, темпера;Преподобный Александр Свирский;середина;16;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Поясное;None
644;Александр Свирский;False;31 x 27 см;None;Дерево, темпера;Преподобный Александр Свирский;середина;18;Россия;Частное собрание;Святые;Поясное;None
645;Александр Свирский, Гурий, Самон и Авив;True;31,4 x 27,5 см;None;Дерево, темпера, серебро, басма, канфарение, золочение;Спаситель, преподобный Александр Свирский, мученик Гурий, мученик Самон, мученик Авив;конец;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
647;Алексий, митрополит Московский (из деисусного чина);False;146 х 64 см;None;Дерево, темпера;Алексий, митрополит Московский;None;16;Россия;Псковский государственный объединенный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
648;Алексий, митрополит Московский (из деисусного чина);True;115 x 41см;None;Дерево, темпера;Свт. Алексий Московский;None;15;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
649;Алексий, митрополит Московский (из деисусного чина);True;132 х 83 см;None;Дерево, темпера;Свт. Алексий Московский;None;16;Россия;Сольвычегодский историко-художественный музей;Святые;Ростовое;None
651;Алексий, митрополит Московский;True;116 х 78 см;Давид Сирах;Дерево, темпера;Святитель Алексий Московский;None;16;Россия;Рязанский областной художественный музей;Святые;Ростовое;None
652;Алексий, митрополит Московский;True;31 х 26,5 см;None;Дерево, темпера, гравировка;Святитель Алексий, митрополит Московский;начало;20;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
654;Алексий, митрополит Московский;True;59,4 х 42,0 см;None;Дерево, темпера;Святитель Алексий, митрополит Московский;третья четверть;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Поясное;None
657;Алексий, митрополит Московский;False;36 x 31 см;None;Дерево, темпера;Алексий, митрополит Московский;середина - вторая половина;17;Россия;Государственная Третьяковская галерея, Москва;Святые;Ростовое с клеймами;None
658;Алексий, митрополит Московский;False;29,3 х 22,9 х 2,1;None;Дерево, темпера;Алексий, митрополит Московский;None;16;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Ростовое;None
659;Алексий, митрополит Московский;False;28 x 21 х 2,3;None;Дерево, левкас, холст, темпера;Святитель Алексий, митрополит Московский;вторая половина;15;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Святые;Поясное;None
660;Алексий, митрополит Московский;True;105,5 х 78,5 см;Мастера Оружейной палаты Московского Кремля;Дерево, темпера;Святитель Алексий, митрополит Московский;None;18;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Святые;Ростовое;None
661;Алексий, митрополит Московский, в житии;False;None;None;Дерево, темпера;Алексий, митрополит Московский;None;16;Россия;Сольвычегодский историко-художественный музей;Святые;Ростовое с клеймами;Алексий Московский и строители, Алексий Московский исцеляет Тайдулу, Преставление Алексия Московского
663;Алексий, человек Божий (из деисусного чина);False;45 х 19 см;None;Дерево, темпера;Преподобный Алексий, человек Божий;None;15;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Ростовое;None
665;Алексий, человек Божий;True;21,3 х 16,2 х 1,4;None;Дерево, темпера;Алексий, человек Божий;около 1500 г.;15;Крит;Собрание Велимезиса;Святые;Ростовое;None
666;Алексий, человек Божий;True;33 х 27см;None;Дерево, темпера;Алексий, человек Божий;None;19;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Святые;Ростовое;Эдесса
668;Амвросий Оптинский (портрет);True;88,5 х 66,7 см;Д.М.Болотов;Холст, масло;Преподобный Амвросий Оптинский;None;19;Россия;Церковно-Археологический кабинет Московской Православной Духовной Академии;Святые;Поясное;None
669;Амвросий Оптинский;False;18 х 13,5 см;Успенский Л. А.;Дерево, темпера;Преподобный Амвросий Оптинский;None;20;Франция;Частное собрание Л.А. Успенской;Святые;Поясное;None
670;Анастасия Узорешительница;False;95 х 65,5 х 3 см;None;Дерево, темпера;Мц. Анастасия;None;14;Греция;Государственный Эрмитаж, Санкт-Петербург;Святые;Поясное;Анастасия Узорешительница
671;Анастасия Узорешительница;False;51,5 х 37,5 см;None;Дерево, масло, серебро, позолота;Великомученица Анастасия Узорешительница;None;19;Россия;Государственный Эрмитаж, Санкт-Петербург;Святые;Ростовое;None
672;Анастасия Узорешительница;False;28 х 17 см;None;Дерево, темпера;Великомученица Анастасия Узорешительница;None;16;Греция;Византийский и христианский музей, Афины;Святые;Поясное;None
673;Анастасия, Варвара, Евфимия великомученицы;False;44 х 25,5 см;None;Дерево, левкас, темпера;Великомученица Анастасия, великомученица Варвара, великомученица Евфимия;третья четверть;17;Греция;Афон, монастырь Пантократор;Святые;Ростовое;None
674;Андрей Боголюбский;False;30,9 х 25 см;Осип Чириков;Дерево, темпера;Благоверный князь Андрей Боголюбский;None;19;Россия;Государственный Эрмитаж, Санкт-Петербург;Святые;Ростовое;None
675;Андрей Боголюбский, Георгий Всеволодович и Глеб Андреевич, владимирские князья;True;30,9 х 26,5 см;None;Дерево, темпера, гравировка;Святой князь Андрей Боголюбский, святой князь Георгий Всеволодович, святой князь Глеб Андреевич;19 - 20 вв.;19;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Святые;Многофигурное;None
676;Андрей Критский и Сисой Великий (Пелагея мученица на полях);False;32 х 27,7 см;None;Дерево, темпера;Святитель Андрей Критский, преподобный Сисой Великий;None;17;Россия;Государственный Исторический музей, Москва;Святые;Многофигурное;None
677;Андрей Критский, Кирилл Иерусалимский, Софроний Иерусалимский;False;86,5 x 71,6 см;Михаил Дамаскинос;Дерево, темпера;Свт Андрей, архиепископ Критский, свт Кирилл, патриарх Иерусалимский, свт Софроний, патриарх Иерусалимский (?);None;16;Греция;Византийский и христианский музей, Афины;Святые;Многофигурное;Андрей Критский (епитрахиль и палица), Софроний Иерусалимский (?)
678;Андрей Первозванный (из деисусного чина);True;192 х 54,5 см;None;Дерево, темпера;Апостол Андрей Первозванный;None;15;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;Андрей Первозванный
679;Андрей Первозванный (из деисусного чина);True;158 х 65,5 см;None;Дерево, темпера;Апостол Андрей Первозванный;конец;15;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
680;Андрей Первозванный (из деисусного чина);True;86 х 33 см;None;Дерево, темпера;Апостол Андрей Первозваннный;конец;15;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Святые;Ростовое;None
681;Андрей Первозванный;False;None;None;Дерево, темпера;Спаситель, апостол Андрей Первозванный;None;17;Россия;Сольвычегодский историко-художественный музей;Святые;Ростовое;None
683;Андрей Первозванный;True;162 х 61см;None;Дерево, темпера;Спаситель, апостол Андрей Первозванный;None;18;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое с клеймами;Распятие Андрея Первозванного
684;Андрей Первозванный, Симеон Иерусалимский, Иоанн Предтеча, Матфей апостол, Филипп апостол, Анна Праведная;False;33,5 х 29 см;None;Дерево, темпера;Спаситель, апостол Андрей Первозванный, священномученик Симеон Иерусалимский, пророк Иоанн Предтеча, апостол Матфей, апостол Филипп, праведная Анна;вторая половина;18;Россия;Частное собрание;Святые;Многофигурное;None
685;Андрей Рублев;False;None;Ватагина И.В.;Дерево, темпера;Преп. Андрей Рублев;None;20;Россия;Храм святителя Николая в Кузнецкой слободе, Москва;Святые;Поясное;None
686;"Андрей Стратилат (в житии), ""Донская"" икона Божией Матери (с клеймами сказания)";True;89 х 68,7 см;None;Дерево, темпера;Спаситель, Богоматерь, мученик Андрей Стратилат;около 1880 г.;19;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Святые;Ростовое с клеймами;None
687;Андрей Стратилат, Флор и Лавр мученики;True;62 х 54,5 см;None;Дерево, темпера;Мученик Андрей Стратилат, мученик Флор, мученик Лавр;первая четверть;16;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Святые;Ростовое;None
690;Анна Кашинская;False;33 х 25,5 см;None;Дерево, темпера;Спаситель, преподобная Анна Кашинская;первая треть;18;Россия;Частное собрание;Святые;Ростовое;None
691;Антипа Пергамский;False;31,5 х 27 см;None;Дерево, темпера, басма;Священномученик Антипа Пергамский;1850 г.;19;Россия;Частное собрание;Святые;Поясное;None
693;Антипа Пергамский;True;81 х 68 см;None;Дерево, темпера;Спаситель, сщмч. Антипа Пергамский;середина;17;Россия;Сольвычегодский историко-художественный музей;Святые;Ростовое;None
694;Антоний Великий;True;108 х 63 см;None;Дерево, темпера;Преподобный Антоний Великий;вторая половина;16;Греция;Государственный Исторический музей, Москва;Святые;Поясное;None
695;Антоний Великий;False;41 х 31;None;Дерево, левкас, темпера;Антоний Великий преподобный;середина - третья четверть;16;Россия;Государственный Исторический музей, Москва;Святые;Оглавное или оплечное;None
696;Антоний Великий;False;92 х 67 х 2,4 см;None;Дерево, темпера;Антоний Великий;None;17;Средиземноморье;Государственный Эрмитаж, Санкт-Петербург;Святые;Поясное;None
697;Антоний Великий;False;104 х 40,5 см;None;Дерево, темпера;Преподобный Антоний Великий;15 - 16 вв.;15;Греция;Византийский и христианский музей, Афины;Святые;Ростовое;None
698;Антоний Великий;False;15 х 10,2 х 1;None;Дерево, темпера;Преподобный Антоний Великий;None;None;Крит;Собрание Велимезиса;Святые;Поясное;None
700;Антоний Великий;False;124 х 78 см;None;Дерево, темпера;Преподобный Антоний Великий;None;16;Греция;Византийский и христианский музей, Афины;Святые;Поясное;None
701;Антоний Великий, в житии;False;43,5 x 39 см;None;Дерево, темпера;Преподобный Антоний Великий;начало;16;Греция;Византийский и христианский музей, Афины;Святые;Поясное с клеймами;Антоний Великий и бес, Антоний Великий и кентавр, Антония Великого мучают бесы, Антоний Великий с учениками
702;Антоний Римлянин;False;28,2 х 26 см;None;Дерево, темпера;Антоний Римлянин преподобный;конец;16;Россия;Государственный Эрмитаж, Санкт-Петербург;Святые;Ростовое;None
703;Антоний Сийский, в житии;True;138 х 112 см;None;Дерево, темпера;Преп. Антоний Сийский;первая половина;17;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Святые;Ростовое с клеймами;Изгнание Антония Сийского, Ловля рыбы Антонием Сийским, Поселение Антония Сийского у озера, Составление жития Антония Сийского
704;Антоний и Феодосий Печерские (из деисусного чина);True;22 х 8 см;None;Дерево, темпера;Преподобные Антоний и Феодосий Печерские;None;16;Россия;Спасо-Преображенский Соловецкий монастырь;Святые;Ростовое;None
705;Антоний, наместник Троице-Сергиевой Лавры;True;43,4 х 35,5 см;None;Холст, масло;Преподобный Антоний (Медведев), наместник Троице-Сергиевой Лавры;1858 г.;19;Россия;Государственный Исторический музей, Москва;Святые;Поясное;None
706;Арсений и Михаил Тверские;False;34,5 х 29,5 см;None;Дерево, темпера;Спаситель, святитель Арсений Тверской, благоверный князь Михаил Тверской;середина;18;Россия;Тверская областная картинная галерея;Святые;Ростовое;None
707;Артемий Веркольский и Иоанн Яренгский, с житием;False;36 x 34 см;None;Дерево, темпера;Спаситель, праведный Артемий Веркольский, праведный Иоанн Яренгский;первая половина;18;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое с клеймами;Исцеление жены от мощей Иоанна Яренгского, Обретение мощей Иоанна Яренгского
709;Артемий Веркольский;False;27 x 31,5 см;None;Дерево, темпера;Спаситель, ангелы, праведный Артемий Веркольский;последняя четверть;18;Россия;Государственный музей истории религии, Санкт-Петербург;Святые;Ростовое;Артемий Веркольский и ангел
710;Артемий Веркольский, в житии;False;31 х 5,5 см;None;Дерево, темпера;Артемий Веркольский;Середина;19;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Ростовое с клеймами;None
711;Артемий великомученик;False;130 х 53 см;None;Дерево, темпера;Артемий великомученик;начало;17;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
712;Артемий великомученик;False;19,5 х 13,6 см;None;Дерево, темпера;Артемий великомученик;третья четверть;16;Греция;Афон, монастырь Пантократор;Святые;Поясное;None
714;Афанасий Александрийский (из деисусного чина);True;98,2 х 66 см;None;Дерево, темпера;Святитель Афанасий Великий Александрийский;первая треть;16;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Святые;Поясное;None
715;Афанасий Александрийский и Антоний Великий;False;None;None;Дерево, левкас, темпера;Святитель Афанасий Александрийский, преподобный Антоний Великий;None;14;Греция;Музей византийской культуры, Салоники;Святые;Ростовое;None
716;Афанасий Александрийский;False;51 х 37 см;None;Дерево, темпера;Святитель Афанасий Великий Александрийский;None;16;Россия;Государственный Исторический музей, Москва;Святые;Поясное;None
717;Афанасий Александрийский;False;109 х 72 х 3,5;None;Дерево, темпера;Святитель Афанасий Великий Александрийский;18 - 19 вв.;18;Болгария;Мельник, Болгария;Святые;Ростовое;None
718;Афанасий Александрийский, в житии;False;105,5 х 70,3 х 3;None;Дерево, темпера;Святитель Афанасий Александрийский;None;17;Болгария;Мельник, Болгария;Святые;Сюжетная композиция с клеймами;None
719;Афанасий Афонский;False;103,5 х 71 см;None;Дерево, темпера;Преподобный Афанасий Афонский;1363 г.;14;Греция;Афон, монастырь Пантократор;Святые;Поясное;Афанасий Афонский
720;Афанасий Афонский, Варлаам и Иоасаф (на обороте - Распятие);False;24 х 19 см;None;Холст, темпера;Преподобный Афанасий Афонский, преподобный Варлаам, преподобный Иоасаф;конец;15;Россия;Новгородский государственный объединенный музей-заповедник;Святые;Многофигурное;None
721;Афанасий Афонский, Варлаам и Иоасаф;True;25 х 20,2 см;None;Холст, темпера;Афанасий Афонский, Варлаам и Иоасаф;вторая половина;16;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Святые;Многофигурное;None
722;Афанасий Афонский, в житии;False;92,5 х 69,3 х 4,7;None;Дерево, темпера;Преподобный Афанасий Афонский;1757 г.;18;Болгария;Мельник, Болгария;Святые;Ростовое с клеймами;None
723;Афанасий и Кирилл Александрийские;False;43,5 х 34 см;None;Дерево, темпера;Свтт Афанасий и Кирилл Александрийские;начало;14;Афон;Государственный Эрмитаж, Санкт-Петербург;Святые;Многофигурное;None
724;Афанасий и Кирилл Александрийские, Игнатий Богоносец;True;25 х 20,2 см;None;Холст, темпера;Афанасий и Кирилл Александрийские, Игнатий Богоносец;вторая половина;16;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Святые;Многофигурное;None
726;Борис и Глеб;True;154 х 104 см;None;Дерево, темпера;Страстотерпец князь Борис, страстотерпец князь Глеб;13 - 14 вв.;13;Россия;Киевский национальный музей русского искусства;Святые;Многофигурное;Борис, князь страстотерпец, Глеб, князь страстотерпец, Борис, князь страстотерпец
727;Борис и Глеб;True;164 х 116 см;None;Дерево, темпера;Страстотерпец князь Борис, страстотерпец князь Глеб;14 - 15 вв.;14;Россия;Государственная Третьяковская галерея, Москва;Святые;Ростовое;None
728;Борис и Глеб;False;162 x 65 см;None;Дерево, темпера;Страстотерпец благоверный князь Борис, страстотерпец благоверный князь Глеб;1741 г.;18;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Ростовое;None
729;Борис и Глеб;True;143 x 94,3 см;None;Дерево, темпера;Страстотерпец князь Борис, страстотерпец князь Глеб;None;14;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Многофигурное;Борис, князь страстотерпец, Глеб, князь страстотерпец
