id;Название;Реставрация;Размер;Автор;Материал;Персоналии;Уточняющая датировка;Век;Страна;Место хранения;Иконография;Тип изображения;Фрагменты
594;Феодоровская;True;63,0 х 49,5 см;Вощин Василий Никитин;Дерево, темпера;Спаситель, Богоматерь;1756 г.;18;Россия;Частное собрание, Москва;Богоматерь;Поясное;None
597;Феодоровская;True;64,0 х 48,0 см;Великанов Петр;Дерево, темпера;Спаситель, Богоматерь, священномученик Харлампий, пророк Илия;вторая половина;18;Россия;Государственный Исторический музей, Москва;Богоматерь;Поясное;None
599;Феодоровская;False;66 x 50,5 см;Михаил Пастух;Дерево, темпера;Спаситель, Богоматерь;1793 г.;18;Россия;Музей икон Пресвятой Богородицы;Богоматерь;Поясное;None
600;Феодоровская;False;65 x 47,5 см;Монах Варлаам;Дерево, темпера;Спаситель, Богоматерь;1723 г.;18;Россия;Государственный музей истории религии, Санкт-Петербург;Богоматерь;Поясное;None
607;Черниговская-Ильинская;False;177 х 113 см;Мастер Оружейной палаты Московского Кремля;Дерево, темпера;Спаситель, Богоматерь;1718 г.;18;Россия;Государственная Третьяковская галерея, Москва;Богоматерь;Поясное с клеймами;None
608;Шуйская-Смоленская;False;56 x 43 см;Федор Федотов;Дерево, темпера;Спаситель, Богоматерь;1764 г.;18;Россия;Музей икон Пресвятой Богородицы;Богоматерь;Поясное;None
617;Аарон пророк (из пророческого чина);True;149 х 77 см;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Аарон пророк;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
623;Авель праотец;True;134,6 x 48,7 см;Осипов (Игнатьев) Василий;Дерево, темпера;Праотец Авель;1679 - 1680 гг.;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
636;Александр Невский;False;31 х 26 см;В.П.Гурьянов;Дерево, темпера;Благоверный князь Александр Невский;1903 г.;20;Россия;Частное собрание В.А. Бондаренко;Святые;Поясное;None
639;Александр Невский, Феодор Стратилат;False;63,5 x 49,5 см;Иван Егоров Греков;Дерево, масло;Спаситель, ангелы, благоверный князь Александр Невский, великомученик Феодор Стратилат;третья четверть;18;Россия;Государственная Третьяковская галерея, Москва;Святые;Ростовое;None
640;Александр Ошевенский и Макарий Унженский;False;88 x 69,5 см;Артель И. И. Богданова-Карбатовского;Дерево, темпера;Спаситель, преподобный Александр Ошевенский, преподобный Макарий Унженский;конец;18;Россия;Частное собрание;Святые;Ростовое;None
646;Александр со сценами его мучения;False;37 х 27,5 х 2,2 см.;Константинос Контаринис;Дерево, темпера;Первомученик Александр.;1699 - 1738 гг.;17;Греция;Собрание Велимезиса;Святые;Сюжетная композиция;None
650;Алексий, митрополит Московский;False;172 х 107 см;Георгий Зиновьев (?);Дерево, темпера;Алексий, митрополит Московский;вторая половина;17;Россия;Государственная Третьяковская галерея, Москва;Святые;Ростовое;None
653;Алексий, митрополит Московский;True;127 х 98 см;Иван Калычев;Дерево, темпера;Святитель Алексий, митрополит Московский;1716 г.;18;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
655;Алексий, митрополит Московский;False;147 x 74 см;Иван Артемьев Гусятников;Дерево, темпера;Спаситель, ангелы, святитель Алексий, митрополит Московский;1748 г.;18;Россия;Государственный музей истории религии, Санкт-Петербург;Святые;Ростовое;None
656;Алексий, митрополит Московский;False;49,5 x 35 см;Василий Иванов Василевский;Дерево, масло;Ангелы, святитель Алексий Московский;1758 г.;18;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
662;Алексий, митрополит Московский, в житии;False;197 х 152 см;Дионисий;Дерево, темпера;Святитель Алекий Московский;1480 - 1490 гг.;15;Россия;Государственная Третьяковская галерея, Москва;Святые;Ростовое с клеймами;Алексий Московский, Алексий Московский исцеляет Тайдулу, Алексий Московский с народом, Рождество Алексия Московского
667;Алексий, человек Божий, в житии;False;114 x 54 см;Медианов Петр;Дерево, темпера;Преподобный Алексий, человек Божий;1851 г.;19;Россия;Пермская государственная художественная галерея;Святые;Сюжетная композиция с клеймами;None
682;Андрей Первозванный;True;29,3 х 26,2 х 2,5;Школа Михаила Дамаскиноса;Дерево, темпера;Апостол Андрей Первозванный;около 1570 г.;16;Крит;Музей Бенаки, Афины;Святые;Оглавное или оплечное;None
689;Анна Кашинская;False;27,3 х 22,7 см;Мастерская А.Узикова;Дерево, масло, серебро, чеканка;Преподобная Анна Кашинская;1910 - 1920 гг.;20;Россия;Государственный Эрмитаж, Санкт-Петербург;Святые;Ростовое;None
692;Антипа Пергамский;False;34,6 х 23,4 х 1,8;Константинос Контаринис;Дерево, темпера;Святой Антипа Пергамский;1738 г.;18;Греция;Собрание Велимезиса;Святые;Ростовое;Антипа священномученик
699;Антоний Великий;False;86,5 х 67 см;Михаил Дамаскинос;Дерево, темпера;Преподобный Антоний Великий;вторая половина;16;Греция;Византийский и христианский музей, Афины;Святые;Поясное;None
708;Артемий Веркольский и Уар мученик;False;33 х 28 см;Никита Павловец (?);Дерево, темпера;Праведный Артемий Веркольский, мученик Уар;около 1670 г.;17;Россия;Государственная Третьяковская галерея, Москва;Святые;Многофигурное;None
713;Артемон священномученик;False;122 х 77,4 см;Симон Ушаков;Дерево, темпера;Артемон Лаодикийский священномученик;1670 - 1680 гг.;17;Россия;Частное собрание;Святые;Поясное;None
725;Борис и Глеб;False;131 х 112,5 см;Евдоким Пономарев;Дерево, темпера;Страстотерпец князь Борис, страстотерпец князь Глеб;около 1700 г.;17;Россия;Частное собрание;Святые;Многофигурное;None
738;Варвара великомученица;True;92,0 х 43,0 см;Патракеев Филипп;Дерево;Ангел, великомученица Варвара;1794 г.;18;Россия;"Музей-заповедник ""Щелыково""";Святые;Ростовое;None
741;Варвара великомученица, в житии;False;83,5 x 64 см;Иван Васильев Бессонов;Дерево, темпера;Великомученица Варвара;1753 г.;18;Россия;Государственный музей истории религии, Санкт-Петербург;Святые;Ростовое с клеймами;Варвара великомученица
762;Василий Великий (из деисусного чина);True;233 х 103 см;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера;Святитель Василий Великий;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
770;Василий Великий, Архип Колоссянский и Иерапольский, Анастасия Узорешительница;False;93 х 74 см;Тимофей Данилов Ивановских;Дерево, темпера;Спаситель, святитель Василий Великий, священномученик Архип Колоссянский и Иерапольский, великомученица Анастасия Узорешительница;1729 г.;18;Россия;Пермская государственная художественная галерея;Святые;Ростовое;None
780;Василий Великий, Григорий Богослов, Иоанн Златоуст;True;142 х 104 см;Семен Хромой;Дерево, темпера;Святитель Василий Великий, святитель Иоанн Златоуст, святитель Григорий Богослов;до 1616 г.;17;Россия;Пермская государственная художественная галерея;Святые;Ростовое;None
786;Василий Мангазейский;False;31,5 x 26,5 см;Федор Попов;Дерево, темпера;Спаситель, мученик Василий Мангазейский;1782 г.;18;Россия;Частное собрание;Святые;Поясное;None
789;Вениамин праотец;True;133,8 x 47,0 см;Осипов (Игнатьев) Василий;Дерево, темпера;Праотец Вениамин;1679 - 1680 гг.;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;Вениамин праотец
809;Вукол Смирнский;False;32 x 27,5 см;Егор Иванов Грек;Дерево, темпера;Спаситель, Богородица, праведный Симеон Богоприимец, праведная Анна Пророчица, праведный Иосиф Обручник, святитель Вукол Смирнский;1739 г.;18;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Ростовое;Город Смирна
810;Гедеон пророк (из пророческого ряда);True;150 х 88 см;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Гедеон пророк;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
811;Геннадий Костромской и Любимоградский, в житии;False;162 х 140,5 см.;Круг Гурия Никитина;Дерево, темпера;Геннадий Костромской и Любимоградский;1680 - 1690 гг.;17;Россия;Частное собрание;Святые;Ростовое с клеймами;None
812;Геннадий Костромской;False;54,5 х 35,5 см;В.П.Гурьянов;Дерево, темпера;Преподобный Геннадий Костромской и Любимоградский;1900 г.;19;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
813;Георгий (Чудо Георгия о змие и чудо Димитрия Солунского);False;31 х 28 см;Никита Павловец;Дерево, темпера;Вмч Георгий, вмч Димитрий Солунский;около 1670 г.;17;Россия;Государственная Третьяковская галерея, Москва;Святые;Многофигурное;None
816;Георгий (Чудо Георгия о змие);True;53,4 х 42,4 см;Цангаропулос;Дерево, темпера;Великомученик Георгий;1635 г.;17;Греция;Государственный музей истории религии, Санкт-Петербург;Святые;Конное;None
824;Георгий (Чудо Георгия о змие);False;35,2 х 29,8 см;Никифор Савин;Дерево, темпера;Спаситель, великомученик Георгий;первая треть;17;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Многофигурное;Царь со свитой (Чудо Георгия о змие)
833;Георгий (Чудо Георгия о змие);True;106 x 101,5 см;Иоасаф Клепиков;Дерево, темпера;Великомученик Георгий;1707 г.;18;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Святые;Многофигурное;None
849;Георгий;True;32 х 26 см;Иоанн Ламбардос (?);Дерево, темпера;Великомученик Георгий;вторая половина;16;Греция;Государственный музей изобразительных искусств имени А.С.Пушкина, Москва;Святые;Ростовое;None
859;Георгий;True;230,5 х 92,0 см;Патракеев Филипп;Дерево;Великомученик Георгий;1794 г.;18;Россия;"Музей-заповедник ""Щелыково""";Святые;Ростовое;None
870;Георгий, Никола Чудотворец, Параскева Пятница;False;47,0 х 37,5 см;Русский север;Дерево, левкас, темпера, тиснение;Георгий вмч., Николай Чудотворец, Параскева Пятница;первая треть;17;Россия;Частное собрание Игоря Возякова;Святые;Ростовое;None
894;Говделаас (Гаведдай);True;20,7 х 15,6 х 2,3;Круг Эммануила Тзанеса;Дерево, темпера;Святой Говделаас (Гаведдай);вторая половина;17;Крит;Музей Бенаки, Афины;Святые;Поясное;None
898;Григорий Богослов (из деисусного чина );False;155 х 60 см;Дионисий;Дерево, темпера;Святитель Григорий Богослов;около 1502 г.;16;Россия;Государственный Русский музей, Санкт-Петербург;Святые;Ростовое;None
907;Давид пророк;False;96 x 40 см;Андрей Меркурьев Поспелов, Филипп Артемьев Попов;Дерево, темпера;Пророк Давид;1727 - 1728 гг.;18;Россия;Государственный музей истории, Санкт-Петербург;Святые;Ростовое;None
920;Даниил пророк;False;Высота 67 см;Новгородская школа;Дерево, темпера;Пророк Даниил;1497 г.;15;Россия;Государственная Третьяковская галерея, Москва;Святые;Поясное;None
924;Даниил, Иеремия, Исаия пророки;True;62,5 х 137,5 см;Дионисий (?);Дерево, темпера;Прор. Даниил, прор. Иеремия, прор. Исайя;около 1502 г.;16;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Святые;Поясное;None
926;Девора пророчица;False;63 x 73 см;Андрей Меркурьев Поспелов, Филипп Артемьев Попов;Дерево, темпера;Пророчица Девора;1728 - 1729 гг.;18;Россия;Государственный музей истории, Санкт-Петербург;Святые;Оглавное или оплечное;None
927;Девять мучеников Кизических;False;31,8 x 27,0 см;Липин Иван Федоров;Дерево, темпера;Мученик Феогнид, мученик Руф, мученик Антипатр, мученик Феостих, мученик Артема, мученик Магн, мученик Феодот, мученик Фавмасий, мученик Филимон, преподобный Марон Сирийский, мученица царица Ирина;середина;18;Россия;Церковно-Археологический кабинет Московской Православной Духовной Академии;Святые;Сюжетная композиция;None
938;Димитрий Ростовский;False;37 x 30 см;Ефим Денисов;Дерево, темпера;Святитель Димитрий Ростовский;конец;18;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Святые;Поясное;None
940;Димитрий Ростовский;False;56 x 46,5 см;Алексей Турунтаев;Дерево, темпера;Святитель Димитрий Ростовский;1768 г.;18;Россия;Частное собрание;Святые;Ростовое;None
948;Димитрий Солунский и Димитрий Угличский;False;31,6 х 27,7 см;Прокопий Чирин;Дерево, темпера;Великомученик Димитрий Солунский, благоверный царевич Димитрий;1620 г.;17;Россия;Дом-музей П. Д. Корина (Государственная Третьяковская галерея);Святые;Ростовое;None
949;Димитрий Солунский и Мария преподобная;False;47 x 27,5 см;И. Иванов (Илья Иванов Филатьев?);Дерево, темпера;Спаситель, Богоматерь, ангелы, великомученик Димитрий Солунский, преподобная Мария;1743 г.;18;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Ростовое;None
967;Димитрий Солунский;False;88 х 52 см;Панселин (?);Дерево, темпера;Великомученик Димитрий Солунский;1300 г.;14;Византия;Афон, монастырь Ватопед;Святые;Поясное;Димитрий Солунский
970;Димитрий Солунский;False;37 х 34 см;Заонежская школа;Дерево, темпера;Великомученик Димитрий Солунский;середина;17;Россия;Музей изобразительных искусств Республики Карелия, Петрозаводск;Святые;Сюжетная композиция;None
972;Димитрий Солунский, Никола Чудотворец, Иоанн Воин, Екатерина великомученица;True;30,7 х 25,7 см;Дмитрий Яковлев Молчанов;Дерево, левкас, темпера;Дмитрий Солунский Никола Чудотворец Иоанн Воин Екатерина великомученица;1734 г.;18;Россия;Частное собрание А.В. Анисимовой;Святые;Ростовое;None
983;Димитрий царевич;True;153 х 77,8 см;Назарий Истомин Савин;Дерево, темпера;Царевич Димитрий Угличский;1621 - 1622 гг.;17;Россия;Сольвычегодский историко-художественный музей;Святые;Ростовое;None
987;Димитрий Ростовский;True;132,5 х 64,5 см;Вощин Василий Никитин;Дерево, темпера;Святитель Димитрий Ростовский;1759 г.;18;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
999;Евфросиния Суздальская, в житии;False;151,5 х 105 см;Палех;Дерево, темпера;Евфросиния Суздальская;Последняя четверть;19;Россия;Частное собрание;Святые;Ростовое с клеймами;None
1001;Екатерина великомученица и Анна пророчица;False;90 x 77,5 см;Иван Яковлевич Вишняков, Алексей Петрович Антропов, Иван Иванович Вельский и др.;Дерево, масло;Великомученица Екатерина, пророчица Анна;1748 - 1751 гг.;18;Россия;Санкт-Петербургская епархия;Святые;Ростовое;None
1002;Екатерина великомученица;False;42 х 35 см;Мастер Филофей;Дерево, темпера;Великомученица Екатерина;1560 - 1570 гг.;16;Греция;Государственный Эрмитаж, Санкт-Петербург;Святые;Ростовое;None
1005;Екатерина великомученица;False;94 x 67,5 см;Алексей Андреев;Дерево, темпера;Спаситель, великомученица Екатерина;1719 г.;18;Россия;Государственный музей истории религии, Санкт-Петербург;Святые;Ростовое;Екатерина великомученица
1007;Екатерина великомученица;False;62 x 37 см;Григорий Агапов;Дерево, темпера;Великомученица Екатерина;1726 г.;18;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
1011;Екатерина великомученица;True;90 х 40 см;Алексей Колмогоров;Дерево, темпера;Спаситель, Богородица, вмц.Екатерина;около 1778 г.;18;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1024;Захария и Елизавета праведные;False;89 х 77,5 см;Иван Яковлевич Вишняков, Алексей Петрович Антропов, Иван Иванович Вельский и др.;Дерево, масло;Праведный Захария, праведная Елисавета;1748 - 1751 гг.;18;Россия;Санкт-Петербургская епархия;Святые;Ростовое;None
1025;Захария и Иаков пророки;True;150 х 85;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Пророки Захария и Иаков;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
1036;Зосима и Савватий Соловецкие;False;130 х 101 см;Иван Григорьев Марков;Дерево, темпера;Спаситель, преподобный Зосима Соловецкий, преподобный Савватий Соловецкий;1709 г.;18;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1042;Иаков Боровический, праведный;False;104,2 х 36,2 см;Новгород;Дерево, левкас, темпера;Иаков Боровический, прав.;первая треть;17;Россия;Частное собрание Игоря Возякова;Святые;Ростовое;None
1047;Иаков праотец (из праотеческого чина);True;153 х 67 см;Ждан Дементьев;Дерево, темпера;Праотец Иаков;1630 г.;17;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1052;Иаков, брат Господень;False;21,4 х 16 х 1,5;Ионические острова;Дерево, темпера;Иаков, брат Господень;конец;18;Греция;Собрание Велимезиса;Святые;Ростовое;None
1053;Иаков, брат Господень;False;103 х 60 см;Андреас Карантинос;Дерево, темпера;Апостол Иаков;первая половина;18;Греция;Византийский и христианский музей, Афины;Святые;Ростовое;None
1057;Иезекииль пророк (из пророческого ряда);True;150 х 89;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Иезекииль пророк;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
1059;Иеремия пророк (из пророческого ряда);True;150 х 87;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Иеремия пророк;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
1063;Иисус Навин;False;62,5 x 73 см;Андрей Меркурьев Поспелов, Филипп Артемьев Попов;Дерево, темпера;Праведный Иисус Навин;1728 - 1729 гг.;18;Россия;Государственный музей истории, Санкт-Петербург;Святые;Оглавное или оплечное;None
1064;Илия пророк (из пророческого ряда);True;150 х 76;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Илия Пророк;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
1068;Илия пророк;False;75 х 57 см;Новгородская школа;Дерево, темпера;Пророк Илия;конец;14;Россия;Государственная Третьяковская галерея, Москва;Святые;Поясное;None
1077;Илия пророк в пустыне;False;167 х 150 см;Федор Зубов, Осип Зубов;Дерево, темпера;Пророк Илия;1660 г.;17;Россия;Храм Ильи Пророка, Ярославль;Святые;Ростовое с клеймами;None
1078;Илия пророк;False;46 х 36 см;Федор Зубов;Дерево, темпера;Пророк Илья;1672 г.;17;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое с клеймами;None
1082;Илия пророк, Никола Мирликийский и Анастасия Римляныня;False;66 х 50 см;Новгородская школа;Дерево, темпера;Илия Пророк, Николай Мирликийский и Анастасия Римляныня;начало;15;Россия;Государственная Третьяковская галерея, Москва;Святые;Многофигурное;None
1089;Илия пророк, в житии;False;145 х 113 см;Семен Спиридонов Холмогорец;Дерево, темпера;Пророк Илья;1679 г.;17;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое с клеймами;None
1113;Иоанн Богослов в молчании;False;109 х 85 см;Нектарий Кулюксин;Дерево, темпера;Апостол Иоанн Богослов;1679 г.;17;Россия;Государственный Эрмитаж, Санкт-Петербург;Святые;Поясное;None
1138;Иоанн Богослов, в житии;True;122 x 110,5 см;Аксен Федоров Попов;Дерево, темпера;Ангел, апостол Иоанн Богослов, апостол Прохор;вторая половина;17;Россия;Белозерский областной краеведческий музей;Святые;Многофигурное;None
1159;Иоанн Златоуст (из деисусного чина);True;232 х 102;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера;Иоанн Златоуст;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
1168;Иоанн Златоуст;False;137 х 74 см;Илья Киприянов (Куприянов);Дерево, темпера;Святитель Иоанн Златоуст;1733 г.;18;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1173;Иоанн Златоуст, в житии;False;155 х 67 см;Семен Спиридонов Холмогорец;Дерево, темпера;Свт. Иоанн Златоуст;1680 г.;17;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое с клеймами;None
1187;Иоанн Предтеча (из деисусного чина);False;113,5 х 42 см;Мастерская Троице-Сергиева монастыря в Климентовской слободе в Москве;Дерево, темпера;Пророк Иоанн Предтеча;первая половина;17;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Ростовое;None
1188;Иоанн Предтеча (из деисусного чина);False;210 х 109 см;Феофан Грек (?);Дерево, темпера;Иоанн Предтеча;14 - 15 вв.;14;Россия;Благовещенский собор Московского Кремля;Святые;Ростовое;Иоанн Предтеча
1195;Иоанн Предтеча (из деисусного чина);True;235 х 114;Мастер Аарон, Феофанов (?) сын;серебро, басма, золочение, оброн, эмаль;Пророк Иоанн Предтеча;1438 г.;15;Россия;Софийский собор, Новгород;Святые;Ростовое;None
1201;Иоанн Предтеча (из деисусного чина);True;157 х 60 см;Дионисий;Дерево, темпера;Иоанн Предтеча;около 1502 г.;16;Россия;Государственная Третьяковская галерея, Москва;Святые;Ростовое;None
1213;Иоанн Предтеча Ангел пустыни;True;32 х 26;Федор Зубов;Дерево, темпера;Пророк Иоанн Предтеча;середина;17;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Святые;Поясное;None
1217;Иоанн Предтеча Ангел пустыни;False;35 x 30 см;Василий Колмогоров;Дерево, темпера;Пророк Иоанн Предтеча;1769 г.;18;Россия;Частное собрание;Святые;Ростовое;None
1218;Иоанн Предтеча Ангел пустыни;False;128 x 99 см;Иван Иванов Богданов-Карбатовский;Дерево, темпера;Пророк Иоанн Предтеча;1800 г.;18;Россия;"Государственное музейное объединение ""Художественная культура Русского Севера"", Архангельск";Святые;Ростовое;None
1223;Иоанн Предтеча Ангел пустыни, с житием;True;146,8 х 88,0 см;Круг Гурия Никитина;Дерево, темпера;Пророк Иоанн Предтеча;около 1687 г.;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1224;Иоанн Предтеча Ангел пустыни, с житием;True;125,0 x 75,0 см;Никитин Василий;Дерево, темпера;Спаситель, пророк Иоанн Предтеча;1714 г.;18;Россия;Государственный музей палехского искусства;Святые;Ростовое с клеймами;None
1227;Иоанн Предтеча и Олимпиада диаконисса;False;31,2 х 26,7 см;М.И.Дикарев;Дерево, темпера;Пророк Иоанн Предтеча, диаконисса Олимпиада;Конец;19;Россия;Частное собрание В.А. Бондаренко;Святые;Многофигурное;None
1248;Иоанн Предтеча;False;85,3 х 34,6 см;Ростовские земли;Дерево, левкас, темпера;Иоанн Предтеча;16 - 17 вв.;16;Россия;Частное собрание Игоря Возякова;Святые;Ростовое;None
1264;Иоанн Предтеча, в житии;True;108,5 x 95см;Михаил и Димитрий Белозерцы;Дерево, темпера;Спаситель, Иоанн Предтеча, прав.Захария, прав.Елисавета;1690 - 1691 гг.;17;Россия;Белозерский областной краеведческий музей;Святые;Ростовое с клеймами;None
1270;Иоанн и Прокопий Устюжские;False;37,5 x 31 см;Сергей Гоголицын;Дерево, темпера, серебро,чеканка;Ангелы, парведный ИоаннУстюжский, праведный Прокопий Устюжский;1794 г.;18;Россия;Частное собрание;Святые;Ростовое;None
1274;Иоасаф Белгородский;True;22,2 х 13,4 см;Мастер школы М.И.Дикарева (?) из Мстеры;Дерево, темпера;Святитель Иоасаф Белгородский;Конец;19;Россия;Государственный Исторический музей, Москва;Святые;Ростовое;None
1276;Иов праотец;True;132,5 х 146,5 см;Осипов (Игнатьев) Василий;Дерево, темпера;Праотец Иов;1679 - 1680 гг.;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1277;Иоиль пророк (из пророческого ряда);True;150 х 89;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Пророк Иоиль;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
1281;Иона пророк (из пророческого ряда);True;150 х 76 см;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Пророк Иона;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
1286;Иосиф Песнописец, Георгий Малеин;False;31,5 x 26 см;Алексей Мартынов Сафьянников;Дерево, темпера;Спаситель, преподобный Иосиф Песнописец, преподобный Георгий Малеин;1750 г.;18;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Ростовое;None
1287;Иосиф праотец;True;135,0 x 48,0 см;Осипов (Игнатьев) Василий;Дерево, темпера;Праотец Иосиф;1679 - 1680 гг.;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1293;Исаак (из праотеческого чина);True;153 х 63 см;Ждан Дементьев;Дерево, темпера;Праотец Исаак;1630 г.;17;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1294;Исаак праотец;True;133,7 x 47,5 см;Осипов (Игнатьев) Василий;Дерево, темпера;Праотец Исаак;1679 - 1680 гг.;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1296;Исаакий Далматский;False;37 х 32 см;Максим Архиповский;Дерево, темпера;Исаакий Далматский, прп.;1833 г.;19;Россия;Дом-музей П. Д. Корина (Государственная Третьяковская галерея);Святые;Ростовое с клеймами;None
1299;Исаия пророк (из пророческого ряда);True;150 х 89;Андрей Лаврентьев, Иван Дерма Ярцев;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;Пророк Исаия;1509 г.;16;Россия;Софийский собор, Новгород;Святые;Ростовое;None
1306;Кассиан Угличский;True;32,3 х 26;Андрей Яковлев;Дерево, темпера;Преподобный Кассиан Грек, Угличский чудотворец;1739 г.;18;Россия;Рыбинский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;Кассиан Угличский
1310;Кирик и Иулитта;True;107,0 x 90,0 см;Гурий Никитин Кинешемцев (?);Дерево, темпера;Мученик Кирик, мученица Иулитта;1680 - 1690 гг.;17;Россия;Ярославский государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое с клеймами;Усекновение главы мученицы Улиты
1315;Кирилл Александрийский;False;24 х 15 см;Эммануил Тзанес;Дерево, темпера;Свт Кирилл Александрийский;1648 г.;17;Греция;Византийский и христианский музей, Афины;Святые;Ростовое;None
1322;Кирилл Новоезерский;False;13,5 x 9 см;Феодот Протопопов Ухтомский;Дерево, темпера;Спаситель, преподобный Кирилл Новоезерский;1704 г.;18;Россия;"Музей-заповедник ""Дмитровский кремль""";Святые;Ростовое;None
1329;Климент, папа Римский и Петр Александрийский;False;214 х 106 см;Федот Лукич Колокольников;Дерево, масло;Священномученик Климент, папа Римский, священномученик Петр Александрийский;1755 - 1760 гг.;18;Россия;Санкт-Петербургская епархия;Святые;Ростовое;None
1354;Левий праотец;True;134,6 x 47,3 см;Осипов (Игнатьев) Василий;Дерево, темпера;Праотец Левий;1679 - 1680 гг.;17;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Святые;Ростовое;None
1356;Леонид Оптинский (портрет);False;28,5 х 23,5 см;Иеромонах Гавриил (?);Холст, масло;Преподобный Леонид Оптинский;Вторая треть;19;Россия;Российская Государственная библиотека, Москва;Святые;Поясное;None
1365;Леонтий Ростовский, Михаил Архангел и Иоанн Кущник;False;35,8 х 29 см;Максим Федоров Архиповский;Дерево, темпера;Святитель Леонтий Ростовский, архангел Михаил, преподобный Иоанн Кущник;Первая половина;19;Россия;Частное собрание В.А. Бондаренко;Ангелы;Многофигурное;None
